Site, Site name, Start, End, Lat, Lon
030007, CAMBRIDGE DOWNS STATION, 1888, 1967, -20.4333, 142.9667
030008, CARPENTARIA DOWNS STATION, 1902, .., -18.7194, 144.3181
030009, CARGOON STATION, 1934, .., -20.0078, 144.8992
030010, DUTTON RIVER STATION, 1922, .., -20.4319, 143.8628
030011, CHUDLEIGH PARK STATION, 1884, 1976, -19.7000, 144.1167
030012, CLUTHA STATION, 1914, 1987, -20.3667, 142.5167
030013, CUMBERLAND STATION, 1886, 1943, -18.3000, 143.4000
030014, EINASLEIGH TOWNSHIP, 1908, 2008, -18.5189, 144.0914
030015, ESSEX DOWNS STATION, 1920, 2003, -21.1231, 143.0389
030016, EWAN PLAINS STATION, 1924, 1978, -21.2667, 144.8333
030017, FIGTREE STATION, 1943, 1949, -19.8167, 144.4833
030018, GEORGETOWN POST OFFICE, 1872, .., -18.2922, 143.5483
030019, GILBERTON, 1917, .., -19.2611, 143.6861
030020, GLENBERVIE STATION, 1900, 2005, -21.2333, 141.8942
030021, GLENDOWER STATION, 1890, .., -20.7389, 144.4853
030022, HUGHENDEN AIRPORT, 2001, .., -20.8192, 144.2333
030023, HOMESTEAD POST OFFICE, 1893, .., -20.3617, 145.6553
030024, HUGHENDEN POST OFFICE, 1884, .., -20.8447, 144.1986
030025, HUGHENDEN STATION, 1887, .., -20.8527, 144.2261
030026, KENMAC STATION, 1924, 2008, -20.4514, 143.2292
030027, KIDSTON GOLD MINE, 1915, 2002, -18.8756, 144.1433
030028, KILLARNEY STATION, 1930, 1946, -21.1833, 143.7167
030029, LAMMERMOOR STATION, 1886, 1965, -21.2833, 144.6333
030030, LYNDHURST STATION, 1886, .., -19.2039, 144.3700
030031, MARATHON RAILWAY STATION, 1888, 1975, -20.8667, 143.5667
030032, MARYVALE STATION, 1890, .., -19.5458, 145.2533
030033, MAXWELTON POST OFFICE, 1890, 2004, -20.7192, 142.6806
030034, MERLIN STATION, 1910, .., -21.1167, 144.8103
030035, MOSELLE DOWNS STATION, 1890, 1980, -20.8633, 143.3050
030036, MOUNT SURPRISE TOWNSHIP, 1873, .., -18.1472, 144.3183
030037, NELIA POST OFFICE, 1913, 2010, -20.1550, 142.2139
030038, NONDA DOWNS STATION, 1913, 2008, -20.6744, 142.4931
030039, OAK PARK STATION, 1888, .., -19.2544, 144.1536
030040, PENTLAND POST OFFICE, 1885, .., -20.5236, 145.3989
030041, THE RANCH PRAIRIE, 1887, .., -20.8708, 144.6000
030042, PRESTWOOD STATION, 1913, 2013, -18.2786, 143.2242
030043, PROA STATION, 1922, 2016, -20.8944, 142.1436
030044, REDAN STATION, 1943, 1949, -20.5667, 143.1167
030045, RICHMOND POST OFFICE, 1889, .., -20.7289, 143.1425
030046, ROSELLA PLAINS STATION, 1931, .., -18.4222, 144.4625
030047, SAXBY DOWNS STATION, 1897, 2005, -20.0356, 142.4914
030048, SPRING CREEK STATION, 1909, .., -18.6242, 144.5739
030049, STAMFORD STATION, 1899, 2003, -21.2678, 143.8092
030050, TARBRAX STATION, 1939, 1949, -21.1000, 142.5000
030051, TORRENS CREEK, 1893, .., -20.7691, 145.0211
030052, WANDO VALE STATION, 1890, .., -19.6733, 144.8900
030053, WARRIGUL RAILWAY STATION, 1947, 1985, -20.6500, 145.2900
030054, WILBURRA DOWNS STATION, 1916, 2005, -20.8133, 143.2328
030055, FORSAYTH, 1956, .., -18.5883, 143.6017
030056, WOOLGAR STATION, 1949, 1955, -19.8000, 143.3000
030057, ZARA STATION, 1914, .., -21.2139, 144.3644
030058, WOGADOONA, 2001, 2004, -21.1117, 144.9306
030059, CHEVIOT HILLS STATION, 1957, 1967, -19.6333, 144.1500
030060, ORTONA STATION, 1912, 1926, -19.2000, 143.5000
030061, CONJUBOY STATION, 1964, .., -18.6836, 144.7446
030062, GLENGALA STATION, 1921, 1936, -20.1000, 142.5000
030063, BURLEIGH STATION, 1890, 1944, -20.3000, 143.1000
030064, REDCLIFF STATION, 1885, 1925, -21.0167, 144.3833
030065, BOONOONA STATION, 1918, 1925, -21.0000, 142.4000
030066, BELFORD STATION, 1900, 1918, -21.2333, 142.3333
030067, ELDORADO DOWNS STATION, 1914, 1923, -21.2500, 143.9000
030068, OAK VALLEY STATION, 1966, .., -19.4642, 144.3189
030069, WYANDOTTE STATION, 1891, 1967, -18.7667, 144.8500
030070, FOREST HOME STATION, 1967, 2004, -18.2422, 143.0322
030071, SPRING VALLEY STATION, 1968, 2003, -20.5856, 143.9747
030072, LOW HOLM STATION, 1919, .., -20.0969, 144.9875
030073, VAN LEE, 1968, .., -17.8500, 143.7028
030074, ARTESIAN DOWNS STATION, 1968, 2004, -20.4775, 142.6250
030075, SOLWAY DOWNS STATION, 1968, .., -20.0950, 142.6931
030076, COALBROOK STATION, 1967, 1974, -20.2167, 143.4000
030077, MOUNT EMU PLAINS STATION, 1950, 1977, -20.1167, 144.5333
030078, DENBIGH STATION, 1969, 1979, -20.5525, 144.0367
030079, CHELTENHAM STATION, 1969, 1973, -21.0500, 144.9500
030080, MOLESWORTH STATION, 1970, 1975, -20.6500, 142.6167
030081, BURLEIGH STATION, 1969, .., -20.2631, 143.1097
030082, GREGORY SPRINGS STATION, 1927, .., -19.7037, 144.3775
030083, TOOMBA STUD, 1960, .., -19.9711, 145.5850
030084, BOLWARRA STATION, 1970, 2003, -17.3908, 144.1811
030085, CASSILIS STATION, 1890, 1906, -21.2667, 143.0167
030086, IONA STATION, 1971, 1980, -19.1833, 143.5167
030087, TATE RIVER STATION, 1890, 1912, -17.4000, 144.2000
030088, WERRINGTON STATION, 1956, .., -19.3769, 144.1156
030089, MERRIULA STATION, 1950, 1979, -20.9072, 142.8000
030090, BAGSTOWE STATION, 1964, .., -19.1964, 144.0014
030091, IRONHURST STATION, 1967, .., -18.0808, 143.4622
030092, CLARAFIELD STATION, 1928, 1974, -21.2667, 142.2167
030093, ELLENVALE STATION, 1969, 2008, -19.9217, 144.9583
030094, MILRAY STATION WRC, 1904, 2006, -20.6914, 145.6994
030095, TOWRI STATION, 1971, 1987, -20.3833, 143.2333
030096, PATROY STATION, 1929, 1976, -20.9167, 143.0167
030097, REVENUE DOWNS STATION, 1942, 1974, -20.6167, 143.2333
030098, KANGERONG STATION, 1971, 1991, -19.6625, 145.2836
030099, REEDY SPRINGS STATION, 1971, 2001, -19.9683, 144.6883
030100, ACTION DOWNS STATION, 1923, 1975, -20.5167, 143.2833
030101, ROKEBY STUD, 1971, 1985, -20.7500, 143.9500
030102, MOUNT TURNER STATION, 1972, .., -18.1778, 143.3622
030103, EVELEIGH STATION, 1940, .., -18.2225, 143.9697
030104, AGATE CREEK CAMP, 1972, 1994, -19.0425, 143.6333
030105, EDEN VALE STATION, 1972, 1972, -17.8833, 143.2333
030106, THE LYND STATION, 1971, .., -18.9372, 144.4906
030107, ROBINHOOD STATION, 1966, .., -18.8383, 143.7086
030108, LANGO VALE STATION, 1972, 1974, -18.4333, 142.9833
030109, HUONFELS STATION, 1967, 2002, -18.1144, 143.2861
030110, LORNEVALE STATION, 1972, 1989, -18.4500, 143.5333
030111, ROUTH STATION, 1972, 1975, -18.3167, 143.6667
030112, NORTH HEAD, 1970, .., -18.8242, 143.2531
030113, BLACKBRAES N.P, 1940, 2005, -19.5375, 144.2050
030114, WELFERN STATION, 1970, 1972, -19.0167, 143.9333
030115, LUCKY SPRINGS STATION, 1968, .., -19.0550, 144.9594
030116, WHITE WATERS STATION, 1971, 1989, -18.1186, 144.5539
030117, GLENHOUGHTON STATION, 1948, 1979, -20.5333, 145.5333
030118, HUGHENDEN LIGHTNING, 1973, 2007, -20.8450, 144.1867
030119, FOG CREEK STATION, 1967, 1985, -19.2500, 143.0667
030120, AGATE CREEK SITE 1, 1973, 1983, -18.0333, 143.5333
030121, AGATE CREEK SITE 2, 1973, 1983, -18.9667, 143.5000
030122, AGATE CREEK SITE 3, 1973, 1983, -18.9833, 143.5833
030123, MARATHON, 1942, .., -20.8217, 143.5767
030124, GEORGETOWN AIRPORT, 2004, .., -18.3039, 143.5306
030125, WATTEN RAILWAY STATION, 1914, 1922, -21.0167, 144.0500
030126, JUNCTION CREEK STATION, 1887, 1906, -18.2667, 144.4000
030127, WOODBINE STATION, 1907, .., -20.9942, 144.6433
030128, CARNWATH STATION, 1967, 2008, -21.1372, 142.4544
030129, NIALL STATION, 1970, 1989, -19.4231, 145.3100
030130, SOUTHWICK WEST STATION, 1969, .., -19.8900, 145.6125
030131, GAINSFORD STATION, 1971, 1977, -19.8167, 146.0333
030132, FLETCHER VALE STATION, 1932, 2001, -19.8019, 145.8592
030133, KYNUNA, 1888, 2005, -21.5778, 141.9189
030134, TORRENS CREEK AERO, 1942, 1943, -20.7833, 145.0000
030135, BUNDORAN STATION, 1913, 1919, -20.7833, 142.5000
030136, LONGTON STATION, 1921, 2003, -20.9481, 145.8917
030137, HILLGROVE STATION, 1899, .., -19.6347, 145.7886
030138, STRATHTAY STATION, 1970, .., -20.2106, 144.6772
030139, SHERWOOD DOWNS STATION, 1958, 1978, -20.4500, 143.4167
030140, CHILLAGOE, 1902, 2015, -17.1536, 144.5236
030141, NEWBURGH STATION, 1963, 1995, -19.7600, 144.7817
030142, QUAMBETOOK STATION, 1901, 1906, -21.2000, 142.1667
030143, SODA VALLEY STATION, 1980, .., -20.6350, 144.0114
030144, PLAINBY STATION, 1979, .., -21.4014, 142.6167
030145, CLARKE HILLS STATION, 1981, .., -19.7533, 144.5181
030146, RICHMOND, 1942, 1986, -20.7011, 143.1353
030147, COBBOLD GORGE, 2006, .., -18.7953, 143.4231
030148, EMU VALLEY STATION, 1982, .., -19.7008, 145.6564
030149, HILLVIEW STATION, 1983, .., -21.0442, 144.0992
030150, BELLFIELD STATION, 1983, 1984, -19.3833, 143.1667
030151, BOONDEROO STATION, 1984, 1991, -20.3600, 144.3400
030152, DUNLUCE STATION, 1985, 2006, -20.8731, 143.8556
030153, WELCOME DOWNS STATION, 1988, .., -19.0142, 144.6475
030154, YARAMULLA STATION, 1971, .., -18.2253, 144.6719
030155, MT PLEASANT STATION, 1991, .., -20.3044, 144.2453
030156, LOLWORTH STATION, 1969, 2010, -20.1808, 145.0131
030157, RIVERVIEW (GILBERT RV), 1992, .., -18.2817, 143.1828
030158, GREEN HILLS, 1992, .., -18.4564, 143.2986
030159, HULBERTS BRIDGE, 1942, .., -20.6433, 142.6233
030160, GREENVALE TOWNSHIP, 1912, .., -19.0000, 144.9769
030161, RICHMOND AIRPORT, 1998, .., -20.7001, 143.1137
030162, KIDSTON, 2011, 2014, -18.8751, 144.1687
030163, GREENVALE RADAR, 2021, .., -18.9976, 144.9959
030164, RICHMOND RADAR, 2022, .., -20.7518, 143.1414
031000, ALOOMBA STATE SCHOOL, 1911, 1956, -17.1000, 145.8167
031001, ARCHER POINT LIGHTHOUSE, 1912, 1957, -15.6000, 145.3333
031002, ATHERTON POST OFFICE, 1895, 1972, -17.2667, 145.4833
031003, AYTON, 1912, 1977, -15.9167, 145.3500
031004, BABINDA POST OFFICE, 1911, .., -17.3436, 145.9217
031005, BARRINE, 1911, 1955, -17.2167, 145.6167
031006, SEVERIN STATE FOREST, 1927, 1948, -17.2167, 145.6667
031007, BIG TABLELAND, 1952, 1958, -15.7167, 145.2833
031008, BIBOOHRA, 1947, 2021, -16.8922, 145.4192
031009, BUTCHER HILL STATION, 1951, .., -15.8472, 144.8753
031010, CAIRNS POST OFFICE, 1882, 1957, -16.9333, 145.7833
031011, CAIRNS AERO, 1941, .., -16.8736, 145.7458
031012, CAPE TRIBULATION STORE, 1939, .., -16.0969, 145.4575
031013, CHEWKO, 1931, 1944, -17.0833, 145.3667
031014, WONDECLA-EAST HILLS RD, 1998, 2007, -17.4075, 145.4369
031015, CLOHESY RIVER, 1934, 2000, -16.9122, 145.8956
031016, COOKTOWN POST OFFICE, 1874, 1987, -15.4633, 145.2500
031017, COOKTOWN MISSION STRIP, 1942, 2023, -15.4486, 145.1861
031018, RAVENSHOE BINBROOK ESTATE, 1998, .., -17.6658, 145.4358
031019, DAINTREE RIVER MISSION, 1925, 1962, -16.3000, 145.3000
031020, DANBULLA FORESTRY, 1921, 1991, -17.1600, 145.6250
031021, DEERAL, 1929, .., -17.2084, 145.9088
031022, DIMBULAH BRICKLEY ST, 1931, 2004, -17.1492, 145.1086
031023, NORTHCOTE HOMESTEAD, 1990, .., -17.0086, 145.1683
031024, EVELYN STATE FOREST, 1933, .., -17.5350, 145.4822
031025, GADGARRA FOREST RESERVE, 1921, 1976, -17.3000, 145.7000
031026, GLEN BOUGHTON, 1887, 1953, -16.9500, 145.8000
031027, GREEN ISLAND, 1949, 2000, -16.7592, 145.9711
031028, HAMBLEDON MILL CSR, 1899, 1991, -17.0192, 145.7233
031029, HERBERTON MOWBRAY RD, 1886, 2015, -17.3803, 145.3884
031030, HOPE VALE, 1951, 2011, -15.2939, 145.1075
031031, JUJUMNA FARM, 1930, 1963, -17.5000, 145.5000
031032, IRVINEBANK, 1889, .., -17.4311, 145.2028
031033, JULATTEN, 1927, .., -16.5978, 145.3631
031034, KAIRI RESEARCH STATION, 1913, 2012, -17.2186, 145.5650
031035, KOAH, 1936, 2003, -16.8422, 145.5228
031036, KURANDA RAILWAY STATION, 1896, .., -16.8178, 145.6383
031037, LOW ISLES LIGHTHOUSE, 1887, .., -16.3842, 145.5592
031038, MALANDA POST OFFICE, 1916, 2011, -17.3533, 145.5919
031039, MAREEBA POST OFFICE, 1895, 1973, -17.0167, 145.4167
031040, MERINGA SUGAR EXP STN, 1934, .., -17.0692, 145.7742
031041, ROCKY POINT, 1923, 1960, -16.4000, 145.3500
031042, MILLAA MILLAA POST OFFICE, 1914, 1994, -17.5100, 145.6100
031043, MOUNT MOLLOY POST OFFICE, 1909, 1998, -16.6750, 145.3294
031044, MOSSMAN CENTRAL MILL, 1910, .., -16.4586, 145.3795
031045, MOSSMAN POST OFFICE, 1923, 1991, -16.4617, 145.3750
031046, MT GARNET POST OFFICE, 1901, .., -17.6770, 145.1150
031047, MOUNT MULLIGAN, 1922, 1957, -16.8667, 144.8833
031048, MOWBRAY, 1923, 1979, -16.5667, 145.4667
031049, MULGRAVE MILL, 1897, .., -17.0928, 145.7906
031050, PEERAMON, 1919, 2001, -17.3119, 145.6217
031051, PETFORD, 1920, .., -17.3442, 144.9306
031052, PORT DOUGLAS - WARNER ST, 1884, .., -16.4833, 145.4639
031053, RAVENSHOE KURADILLA STREET, 1928, 2014, -17.6069, 145.4811
031054, SHOTTERY, 1913, 1972, -17.6167, 145.5500
031055, MOSSMAN SOUTH ALCHERA DRIVE, 1908, .., -16.4725, 145.3747
031056, THE SPRINGS, 1934, 1960, -16.9667, 145.3167
031057, TOLGA POST OFFICE, 1949, 2000, -17.2236, 145.4794
031058, TOPAZ, 1928, 1958, -17.4000, 145.7000
031059, TYRCONNEL MINE, 1936, 1943, -16.9000, 145.0167
031060, EAST BARRON FOREST RES, 1921, 1968, -17.3167, 145.5000
031061, WALKAMIN POST OFFICE, 1932, 1979, -17.1333, 145.4333
031062, WHYANBEEL VALLEY, 1938, .., -16.3906, 145.3511
031063, MT SHERIDAN, 1999, .., -16.9958, 145.7367
031064, YARRABAH COMM COUNCIL, 1894, 2010, -16.9083, 145.8886
031065, YUNGABURRA, 1925, 2009, -17.2637, 145.5895
031066, MAREEBA QWRC, 1952, 2008, -16.9950, 145.4253
031067, WESTERN BARRON SFR 194, 1955, 1968, -17.3333, 145.4167
031068, BAILEYS CREEK, 1951, 1957, -16.1167, 145.4500
031069, INNOT HOT SPRINGS TOWNSHIP, 1955, .., -17.6697, 145.2414
031070, KOWROWA STATION, 1953, 1955, -16.8000, 145.5667
031071, MACHANS BEACH, 1952, 1967, -16.8500, 145.7500
031072, COOKTOWN, 1953, 1972, -15.1000, 145.0833
031073, MOUNT WEBB, 1952, 1955, -15.0833, 145.1333
031074, ROSSVILLE, 1951, 1960, -15.7500, 145.2833
031075, TINAROO FALLS DAM, 1951, .., -17.1694, 145.5481
031076, PARADA RESEARCH STATION, 1958, 1976, -17.1467, 145.2400
031077, NEWELLTON STATION, 1978, 1999, -17.4650, 145.2767
031078, VINE CREEK, 1939, 1987, -17.6833, 145.5333
031079, NYMPTON GLEN, 1993, .., -17.5429, 145.5149
031080, MUTCHILBA, 1957, 1959, -17.1333, 145.2167
031081, BELLENDEN KER, 1959, 1992, -17.2900, 145.9222
031082, KURANDA FORESTRY, 1958, 1997, -16.7589, 145.6147
031083, KOOMBOOLOOMBA DAM, 1960, .., -17.8400, 145.5956
031084, FITZROY ISLAND LIGHTHOUSE, 1962, 2000, -16.9267, 146.0033
031085, KAREEYA, 1957, .., -17.7667, 145.5778
031086, SUNNYMOUNT LAPPA JUNCT, 1961, 1970, -17.4000, 144.8833
031087, BABINDA CHRISTIAN ST, 1962, 1962, -17.3500, 145.9000
031088, ATHERTON FORESTRY, 1963, 1974, -17.2667, 145.4667
031089, GORDONVALE POST OFFICE, 1963, 2000, -17.0933, 145.7867
031090, TRINITY PARK, 1964, 2001, -16.7850, 145.6983
031091, KAMERUNGA HORT RES STN, 1890, 1918, -16.8833, 145.7000
031092, KABAN STATE SCHOOL, 1920, 1935, -17.5000, 145.5000
031093, HARVEY CREEK RAILWAY STN, 1897, 1935, -17.2667, 145.9333
031094, GRASSY HILL RADIO OTC, 1896, 1949, -15.4667, 145.2500
031095, THORNBOROUGH, 1881, 1931, -16.9500, 145.0000
031096, GLENGARRY, 1928, 1934, -17.6167, 145.5000
031097, SPRING CREEK, 1928, 1941, -17.2000, 145.5000
031098, GOURKA, 1927, 1933, -17.3833, 145.7833
031099, STRATHBOUIN, 1933, 1946, -17.0167, 145.3667
031100, EVELYN STATE FOREST 2, 1963, 1965, -17.5000, 145.4500
031101, GLEN ROCK, 1916, 1932, -15.1000, 145.0833
031102, DAINTREE TEA, 1966, .., -16.1939, 145.4061
031103, GUNNAWARRA, 1891, 1987, -17.9467, 145.1617
031104, MT SOPHIA, 1968, .., -17.1644, 145.8783
031105, NOAHS CREEK, 1968, 1972, -16.1500, 145.4333
031106, WUJAL WUJAL COMMUNITY, 1968, 2000, -15.9458, 145.3200
031107, MOUNT OLIVE, 1947, .., -15.4211, 145.0622
031108, WALKAMIN RESEARCH STATION, 1965, .., -17.1347, 145.4281
031109, COPPERLODE WRC, 1965, 1974, -16.9667, 145.7000
031110, LAKELAND DOWNS STATION, 1970, 1975, -15.8333, 144.8500
031111, YALKULA, 1941, 1977, -16.7500, 145.3333
031112, SHIPTONS FLAT, 1953, .., -15.7950, 145.2447
031113, WETHERBY, 1937, 1971, -16.6500, 145.3500
031114, CURRAGHMORE STATION, 1941, 1972, -16.5000, 144.9833
031115, KAREEYA TM, 1971, .., -17.7667, 145.5775
031116, GLEN GORDON STATION, 1968, 1993, -17.7717, 145.3358
031117, RED BEND STATION, 1972, 1996, -17.7167, 145.2500
031118, NYMBOOL, 1962, 1982, -17.6350, 145.0450
031119, WOODLEIGH, 1920, .., -17.6758, 145.2783
031120, MAREEBA TOBACCO RES, 1961, 1975, -17.0167, 145.4667
031121, BABINDA QLD AMBULANCE, 1972, 1980, -17.3500, 145.9167
031122, PINNACLE STATION, 1967, .., -17.0506, 145.1700
031123, BAKERVILLE, 1972, 1979, -17.3833, 145.2667
031124, MAREEBA SOUTH EDGE RES, 1970, 2011, -16.9794, 145.3517
031125, UPPER BARRON, 1972, .., -17.3439, 145.5028
031126, ST RONANS, 1972, 1975, -18.0500, 144.7500
031127, DAINTREE VILLAGE, 1972, .., -16.2511, 145.3192
031128, MAALAN, 1972, 1975, -17.6167, 145.6000
031129, HAZELMERE, 1972, .., -15.3886, 145.0361
031130, TOPAZ TOWALLA RD, 1954, 2004, -17.4383, 145.7197
031131, ALMADEN, 1972, .., -17.3394, 144.6797
031132, MARYFARMS POST OFFICE, 1972, 1988, -16.5667, 145.1833
031133, ELDERSLIE STATION, 1972, 1996, -15.1353, 145.0883
031134, CEDAR CREEK, 1972, 1978, -17.5667, 145.5333
031135, TUMOULIN, 1972, 1984, -17.5667, 145.4500
031136, KABAN, 1973, 1974, -17.5167, 145.4500
031137, KEMENAGI, 1973, 1978, -15.4667, 145.2167
031138, MANDALEE, 1904, 1969, -17.7333, 145.2667
031139, THE GORGE, 1956, 1980, -17.1667, 145.8333
031140, BELLENDEN KER BOTTOM STN, 1973, .., -17.2702, 145.9000
031141, BELLENDEN KER TOP STN, 1973, .., -17.2639, 145.8536
031142, CARDSTONE, 1971, 1990, -17.7650, 145.5783
031143, IVOR PARK, 1973, 1985, -15.1167, 145.0333
031144, HAPPY VALLEY, 1956, 2021, -17.3483, 145.8925
031145, SILVER VALLEY, 2000, 2009, -17.5142, 145.2953
031146, SHIPWRECK BAY, 1973, 1980, -16.2500, 145.4833
031147, LIZARD ISLAND RESORT, 1972, .., -14.6683, 145.4467
031148, GILLIES HWY TOP GATE, 1933, 1943, -17.2167, 145.6667
031149, STONEY HILL FARM, 1913, 1922, -17.3833, 145.5167
031150, UPPER BARRON, 1956, 1976, -17.4333, 145.5000
031151, UPPER FRESHWATER, 1920, 1959, -16.9667, 145.6833
031152, BARRON GORGE POWER STN, 1950, 1972, -16.8500, 145.6500
031153, BUTCHERS CREEK, 1947, 1965, -17.3500, 145.6833
031154, WATSONVILLE POST OFFICE, 1938, 1963, -17.3833, 145.3167
031155, CAPE FLATTERY SILICA, 1975, 2002, -14.9569, 145.3319
031156, GLEN RUTH STATION, 1941, 1987, -18.0667, 145.4167
031157, MAREEBA STRIP USAAF, 1942, 1944, -16.9500, 145.3333
031158, GLEN HARDING, 1941, .., -18.2531, 145.1269
031159, KAIRI POST OFFICE, 1976, 1982, -17.2167, 145.5500
031160, KURANDA POST OFFICE, 1976, 1987, -16.8167, 145.6333
031161, ATHERTON CSIRO, 1972, 1992, -17.2617, 145.4733
031162, ADAMS, 1953, 1977, -17.5833, 145.6000
031163, BARRON UPPER 1, 1948, 1998, -17.3983, 145.5056
031164, TULA, 1977, 1986, -17.3167, 145.6000
031165, KULARA, 1912, 1919, -17.2500, 145.5667
031166, CAIRNS SEVERIN ST, 1978, .., -16.9283, 145.7647
031167, TOPAZ, 1979, .., -17.4694, 145.7311
031168, GREENHAVEN, 1980, .., -17.5875, 145.6000
031169, SADDLE MOUNTAIN RADAR, 1976, .., -16.8182, 145.6630
031170, KAMERUNGA BRIDGE, 1982, .., -16.8733, 145.6850
031171, BARRON FALLS, 1942, .., -16.8333, 145.6417
031172, KURANDA VAN PARK, 1983, 1997, -16.8181, 145.6264
031173, MYOLA TM, 1957, .., -16.7997, 145.6122
031174, TINAROO LAKES MOTEL, 1984, 1992, -17.1672, 145.5358
031175, MEADOWBANK, 1956, .., -18.2417, 144.9883
031176, WOLFRAM, 1986, 1992, -17.0850, 144.9450
031177, MALANDA LIONS CLUB, 1987, 1997, -17.3550, 145.5933
031178, GLEN ALLYN, 1988, .., -17.3983, 145.6658
031179, COOKTOWN TOWN STRIP, 1938, 1941, -15.4667, 145.2333
031180, MOUNT CARBINE TOWNSHIP, 1988, .., -16.5319, 145.1325
031181, BARTLE VIEW ALERT, 1989, .., -17.5450, 145.7156
031182, GREENHAVEN ALERT, 1989, .., -17.5875, 145.5997
031183, MALANDA ALERT, 1989, .., -17.3594, 145.5922
031184, MCKELL ROAD ALERT, 1989, .., -17.4442, 145.5094
031185, MILLAA MILLAA ALERT, 1989, .., -17.5175, 145.6089
031186, SUTTIES CREEK ALERT, 1989, .., -17.6803, 145.6603
031187, TOPAZ ALERT, 1989, .., -17.4694, 145.7311
031188, MAREEBA TM, 1969, .., -17.0039, 145.4281
031189, WHITE CLIFF POINT, 1988, .., -16.6581, 145.5675
031190, MAREEBA AIRPORT, 1991, 2002, -17.0706, 145.4294
031191, MURRAY SPRINGS ALERT, 1992, .., -18.1494, 145.4803
031192, GREEN ISLAND, 1992, 2010, -16.7614, 145.9719
031193, ATHERTON, 1992, 2009, -17.2550, 145.4803
031194, CAIRNS TBRG COMPARISON, 1993, 2008, -16.8872, 145.7572
031195, HERBERTON MOWBRAY RD, 1990, 2003, -17.3733, 145.3850
031196, MT GARNET ALERT, 1994, .., -17.7047, 145.1461
031197, UPPER RUDD CREEK ALERT, 1994, .., -18.0394, 144.8856
031198, HERBERTON ALERT, 1994, .., -17.3769, 145.3803
031199, BOLINDA ESTATE TM, 1994, .., -17.8311, 145.7053
031200, RAVENSHOE ALERT, 1994, .., -17.5908, 145.5294
031201, REDLYNCH STATE SCHOOL, 1994, 2007, -16.9083, 145.6964
031202, HERBERTON FLETCHER, 1995, 2000, -17.3975, 145.3667
031203, BABINDA SUGAR MILL, 1996, 2011, -17.3400, 145.9253
031204, REEF PARK, 1996, .., -16.5261, 145.4628
031205, COPPERLODE DAM ALERT, 1995, .., -16.9794, 145.6747
031206, KURANDA  HILLTOP, 1998, 2009, -16.8208, 145.6350
031207, GRAHAM RANGE, 2000, 2007, -17.3000, 145.9667
031208, TREE HOUSE CREEK, 2000, 2015, -17.2769, 145.9572
031209, COOKTOWN AIRPORT, 2000, .., -15.4461, 145.1861
031210, MAREEBA AIRPORT, 2000, .., -17.0704, 145.4293
031211, KOAH SHELL, 2000, 2002, -16.8944, 145.5681
031212, WONDECLA, 2000, 2015, -17.4343, 145.4400
031213, CAPE FLATTERY, 2003, .., -14.9672, 145.3106
031214, CAIRNS AERO ENVIROMON BASESTATION, 2005, .., -16.8681, 145.7444
031215, CAIRNS CRC ENVIROMON BASESTATION, 2005, .., -16.9300, 145.7703
031216, THE BOULDERS, 2007, .., -17.3392, 145.8696
031217, ATHERTON SOLAR CRESCENT, 2009, .., -17.2583, 145.4739
031218, PARRAMATTA PARK, 2010, .., -16.9141, 145.7610
031219, DAINTREE ICE CREAM, 2010, .., -16.2122, 145.4042
031220, MALANDA, 2011, .., -17.3514, 145.5958
031221, SCARDONS HILL, 2013, .., -17.3117, 144.6836
031222, CAIRNS RACECOURSE, 2013, .., -16.9463, 145.7474
031223, PORT DOUGLAS PO, 2013, 2025, -16.4835, 145.4660
031225, SMITHFIELD (CAIRNS AERO), 2011, .., -16.8289, 145.7088
031229, CAIRNS AERO (AUTO EVAP), 2024, .., -16.8736, 145.7458
032000, ANTIL PLAINS RAILWAY STN, 1949, 1967, -19.4333, 146.8333
032001, BAMBAROO, 1919, .., -18.8828, 146.1700
032002, BEMERSIDE, 1928, .., -18.5744, 146.2226
032003, COORUMBA, 1928, 1943, -17.5500, 145.9000
032004, CARDWELL MARINE PDE, 1871, .., -18.2544, 146.0192
032005, CAPE CLEVELAND LIGHTHOUSE, 1927, 1987, -19.1833, 147.0167
032006, CARRUCHAN, 1925, 1960, -18.2000, 145.8833
032007, CASHMERE, 1872, 1949, -18.1500, 145.3500
032008, CLARKE RIVER TELECOM, 1894, 1983, -19.2167, 145.4333
032009, BINGIL BAY, 1925, .., -17.8350, 146.0986
032010, NERADA TEA, 1950, 1972, -17.5500, 145.8833
